Orders,Activity,Timestamp,Items,Customers,Packages,amount_of_items
990015,7,2019-05-28 09:49:33,['880061'],8,,1
990005,1,2019-05-28 09:49:33,"['880015', '880158', '880161', '880162', '880016']",14,660009,5
990042,1,2019-05-28 09:49:33,"['880015', '880158', '880161', '880162', '880016']",14,660009,5
990041,7,2019-05-28 10:05:00,['880156'],0,,1
990049,7,2019-05-28 10:19:03,['880192'],10,,1
990046,7,2019-05-28 10:19:23,['880179'],4,,1
990035,0,2019-05-28 10:25:46,"['880137', '880136', '880138', '880135']",3,,4
990023,9,2019-05-28 10:47:51,['880093'],15,,1
990042,7,2019-05-28 10:54:25,['880163'],14,,1
990051,8,2019-05-28 11:03:03,"['880199', '880200']",7,,2
990015,10,2019-05-28 11:03:28,"['880062', '880064', '880059', '880063']",8,660007,4
990022,7,2019-05-28 11:12:33,['880089'],15,,1
990031,1,2019-05-28 11:12:33,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990040,1,2019-05-28 11:12:33,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990023,1,2019-05-28 11:12:33,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990022,1,2019-05-28 11:12:33,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990046,3,2019-05-28 11:26:38,['880178'],4,,1
990035,5,2019-05-28 11:34:27,"['880137', '880136', '880138', '880135']",3,,4
990044,3,2019-05-28 11:40:33,['880171'],8,,1
990044,3,2019-05-28 11:41:41,['880168'],8,,1
990048,3,2019-05-28 11:49:20,['880189'],1,,1
990043,0,2019-05-28 11:50:36,"['880164', '880167', '880165', '880166']",16,,4
990049,7,2019-05-28 12:04:14,['880193'],10,,1
990046,7,2019-05-28 12:05:52,['880180'],4,,1
990012,7,2019-05-28 12:19:52,['880044'],4,,1
990052,8,2019-05-28 12:25:54,"['880203', '880202', '880204', '880201']",6,,4
990033,10,2019-05-28 12:29:53,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",16,660006,7
990010,10,2019-05-28 12:29:53,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",16,660006,7
990030,10,2019-05-28 12:29:53,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",16,660006,7
990007,4,2019-05-28 12:42:06,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",5,660003,12
990026,4,2019-05-28 12:42:06,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",5,660003,12
990004,4,2019-05-28 12:42:06,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",5,660003,12
990017,4,2019-05-28 12:42:06,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",5,660003,12
990024,7,2019-05-28 13:31:07,['880096'],0,,1
990052,3,2019-05-28 13:54:25,['880201'],6,,1
990032,9,2019-05-28 13:58:57,['880124'],6,,1
990053,8,2019-05-28 14:11:35,"['880205', '880206']",3,,2
990053,7,2019-05-28 14:12:05,['880206'],3,,1
990025,7,2019-05-28 14:20:52,['880097'],12,,1
990042,7,2019-05-28 14:22:11,['880160'],14,,1
990041,1,2019-05-28 14:22:11,"['880096', '880154', '880094', '880156', '880095', '880150']",0,660011,6
990024,1,2019-05-28 14:22:11,"['880096', '880154', '880094', '880156', '880095', '880150']",0,660011,6
990020,7,2019-05-28 14:51:35,['880079'],6,,1
990048,7,2019-05-28 14:59:32,['880188'],1,,1
990041,7,2019-05-28 14:59:35,['880153'],0,,1
990052,7,2019-05-28 15:00:45,['880202'],6,,1
990043,3,2019-05-28 15:08:49,['880167'],16,,1
990036,3,2019-05-28 15:22:53,['880142'],4,,1
990047,0,2019-05-28 15:30:21,"['880181', '880184', '880182', '880183']",16,,4
990031,5,2019-05-28 15:42:42,['880123'],15,,1
990054,8,2019-05-28 15:42:58,"['880208', '880207', '880210', '880209']",6,,4
990033,4,2019-05-28 15:50:34,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",16,660006,7
990010,4,2019-05-28 15:50:34,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",16,660006,7
990030,4,2019-05-28 15:50:34,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",16,660006,7
990031,10,2019-05-28 15:57:57,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990040,10,2019-05-28 15:57:57,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990023,10,2019-05-28 15:57:57,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990022,10,2019-05-28 15:57:57,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990040,3,2019-05-28 15:59:05,['880149'],15,,1
990041,10,2019-05-28 16:01:33,"['880096', '880154', '880094', '880156', '880095', '880150']",0,660011,6
990024,10,2019-05-28 16:01:33,"['880096', '880154', '880094', '880156', '880095', '880150']",0,660011,6
990044,7,2019-05-28 16:05:02,['880173'],8,,1
990043,7,2019-05-28 16:07:01,['880166'],16,,1
990052,1,2019-05-28 16:07:01,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990032,1,2019-05-28 16:07:01,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990020,1,2019-05-28 16:07:01,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990005,10,2019-05-28 16:20:29,"['880015', '880158', '880161', '880162', '880016']",14,660009,5
990042,10,2019-05-28 16:20:29,"['880015', '880158', '880161', '880162', '880016']",14,660009,5
990044,0,2019-05-28 16:30:03,"['880171', '880169', '880168', '880170', '880172', '880174', '880173']",8,,7
990011,7,2019-05-28 16:41:43,['880037'],4,,1
990015,7,2019-05-28 16:42:56,['880060'],8,,1
990054,7,2019-05-28 16:47:30,['880207'],6,,1
990049,0,2019-05-28 16:48:38,"['880193', '880194', '880192', '880191']",10,,4
990052,9,2019-05-28 17:01:29,['880201'],6,,1
990045,7,2019-05-28 17:02:48,['880175'],13,,1
990045,3,2019-05-28 17:15:46,['880176'],13,,1
990032,9,2019-05-28 17:20:33,['880126'],6,,1
990012,7,2019-05-28 17:21:54,['880046'],4,,1
990046,1,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990011,1,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990013,1,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990012,1,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990036,1,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990009,1,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990054,7,2019-05-28 17:22:26,['880209'],6,,1
990042,3,2019-05-28 17:25:06,['880159'],14,,1
990036,9,2019-05-28 17:39:06,['880142'],4,,1
990055,8,2019-05-28 17:45:43,"['880212', '880214', '880215', '880213', '880211']",7,,5
990018,4,2019-05-28 17:52:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",2,660008,9
990038,4,2019-05-28 17:52:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",2,660008,9
990014,4,2019-05-28 17:52:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",2,660008,9
990027,4,2019-05-28 17:52:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",2,660008,9
990048,0,2019-05-28 18:21:13,"['880189', '880190', '880188', '880186', '880187', '880185']",1,,6
990056,8,2019-05-28 19:56:44,"['880217', '880219', '880220', '880216', '880218']",1,,5
990015,4,2019-05-28 20:08:20,"['880062', '880064', '880059', '880063']",8,660007,4
990048,7,2019-05-28 21:11:54,['880187'],1,,1
990057,8,2019-05-28 23:33:03,"['880222', '880221']",4,,2
990046,0,2019-05-29 08:30:54,"['880179', '880180', '880178']",4,,3
990044,7,2019-05-29 08:41:50,['880174'],8,,1
990031,4,2019-05-29 09:08:16,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990040,4,2019-05-29 09:08:16,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990023,4,2019-05-29 09:08:16,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990022,4,2019-05-29 09:08:16,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",15,660010,7
990056,7,2019-05-29 09:14:08,['880218'],1,,1
990043,9,2019-05-29 09:26:30,['880167'],16,,1
990032,7,2019-05-29 09:29:48,['880126'],6,,1
990058,8,2019-05-29 09:31:14,"['880223', '880224']",10,,2
990016,4,2019-05-29 09:50:36,"['880065', '880018', '880068', '880067', '880019', '880017']",1,660005,6
990006,4,2019-05-29 09:50:36,"['880065', '880018', '880068', '880067', '880019', '880017']",1,660005,6
990057,7,2019-05-29 09:55:35,['880222'],4,,1
990041,4,2019-05-29 09:58:19,"['880096', '880154', '880094', '880156', '880095', '880150']",0,660011,6
990024,4,2019-05-29 09:58:19,"['880096', '880154', '880094', '880156', '880095', '880150']",0,660011,6
990054,0,2019-05-29 10:08:32,"['880208', '880207', '880210', '880209']",6,,4
990048,5,2019-05-29 10:23:08,"['880189', '880190', '880188', '880186', '880187', '880185']",1,,6
990055,0,2019-05-29 10:27:42,"['880212', '880214', '880215', '880213', '880211']",7,,5
990048,7,2019-05-29 10:34:41,['880186'],1,,1
990017,5,2019-05-29 10:35:55,"['880072', '880070', '880069', '880073', '880071']",5,,5
990013,5,2019-05-29 11:06:49,"['880049', '880053', '880048', '880050', '880051', '880052']",4,,6
990055,7,2019-05-29 11:08:36,['880212'],7,,1
990039,9,2019-05-29 11:09:08,['880147'],6,,1
990052,7,2019-05-29 11:09:24,['880201'],6,,1
990058,7,2019-05-29 11:09:29,['880223'],10,,1
990057,0,2019-05-29 11:09:46,"['880222', '880221']",4,,2
990041,7,2019-05-29 11:09:54,['880152'],0,,1
990050,7,2019-05-29 11:18:17,['880197'],3,,1
990045,1,2019-05-29 11:18:17,"['880175', '880082', '880133', '880134', '880083', '880131', '880084', '880085', '880087']",13,660014,9
990034,1,2019-05-29 11:18:17,"['880175', '880082', '880133', '880134', '880083', '880131', '880084', '880085', '880087']",13,660014,9
990021,1,2019-05-29 11:18:17,"['880175', '880082', '880133', '880134', '880083', '880131', '880084', '880085', '880087']",13,660014,9
990059,8,2019-05-29 11:22:16,"['880226', '880225']",8,,2
990057,7,2019-05-29 11:47:12,['880221'],4,,1
990049,3,2019-05-29 11:48:21,['880194'],10,,1
990058,0,2019-05-29 11:49:55,"['880223', '880224']",10,,2
990053,7,2019-05-29 11:58:49,['880205'],3,,1
990005,4,2019-05-29 12:01:39,"['880015', '880158', '880161', '880162', '880016']",14,660009,5
990042,4,2019-05-29 12:01:39,"['880015', '880158', '880161', '880162', '880016']",14,660009,5
990035,7,2019-05-29 12:11:16,['880136'],3,,1
990036,7,2019-05-29 12:13:25,['880142'],4,,1
990047,3,2019-05-29 12:26:33,['880182'],16,,1
990056,7,2019-05-29 12:28:53,['880219'],1,,1
990060,8,2019-05-29 13:04:19,"['880229', '880228', '880227']",1,,3
990047,7,2019-05-29 13:09:28,['880184'],16,,1
990056,7,2019-05-29 13:27:05,['880220'],1,,1
990060,7,2019-05-29 13:34:57,['880229'],1,,1
990052,7,2019-05-29 13:59:21,['880204'],6,,1
990025,1,2019-05-29 13:59:21,"['880097', '880100']",12,660015,2
990029,9,2019-05-29 13:59:41,['880116'],9,,1
990038,0,2019-05-29 14:04:13,['880146'],2,,1
990047,3,2019-05-29 14:06:25,['880181'],16,,1
990021,3,2019-05-29 14:23:06,['880086'],13,,1
990061,8,2019-05-29 14:28:25,"['880232', '880230', '880233', '880231']",1,,4
990046,10,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990011,10,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990013,10,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990012,10,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990036,10,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990009,10,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990055,3,2019-05-29 15:09:10,['880215'],7,,1
990052,7,2019-05-29 15:17:24,['880203'],6,,1
990056,0,2019-05-29 15:23:52,"['880217', '880219', '880220', '880216', '880218']",1,,5
990052,0,2019-05-29 15:28:13,"['880203', '880202', '880204', '880201']",6,,4
990054,7,2019-05-29 15:38:06,['880210'],6,,1
990007,1,2019-05-29 15:38:06,"['880021', '880107', '880105', '880104']",5,660016,4
990026,1,2019-05-29 15:38:06,"['880021', '880107', '880105', '880104']",5,660016,4
990050,7,2019-05-29 15:42:37,['880195'],3,,1
990055,3,2019-05-29 15:44:58,['880211'],7,,1
990044,3,2019-05-29 15:52:18,['880169'],8,,1
990051,0,2019-05-29 15:52:29,"['880199', '880200']",7,,2
990055,9,2019-05-29 15:52:50,['880211'],7,,1
990047,5,2019-05-29 16:05:52,"['880181', '880184', '880182', '880183']",16,,4
990061,7,2019-05-29 16:11:56,['880232'],1,,1
990046,4,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990011,4,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990013,4,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990012,4,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990036,4,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990009,4,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",4,660013,12
990051,7,2019-05-29 16:14:28,['880199'],7,,1
990050,0,2019-05-29 16:14:33,"['880198', '880197', '880196', '880195']",3,,4
990036,7,2019-05-29 16:14:37,['880141'],4,,1
990003,1,2019-05-29 16:14:37,"['880027', '880114', '880009', '880112']",11,660017,4
990028,1,2019-05-29 16:14:37,"['880027', '880114', '880009', '880112']",11,660017,4
990008,1,2019-05-29 16:14:37,"['880027', '880114', '880009', '880112']",11,660017,4
990052,10,2019-05-29 16:16:17,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990032,10,2019-05-29 16:16:17,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990020,10,2019-05-29 16:16:17,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990062,8,2019-05-29 16:16:38,"['880235', '880234', '880236']",7,,3
990053,0,2019-05-29 16:29:38,"['880205', '880206']",3,,2
990050,3,2019-05-29 16:38:05,['880198'],3,,1
990055,7,2019-05-29 16:40:58,['880213'],7,,1
990061,7,2019-05-29 17:03:10,['880233'],1,,1
990054,7,2019-05-29 17:22:08,['880208'],6,,1
990040,9,2019-05-29 17:29:15,['880149'],15,,1
990051,7,2019-05-29 17:38:50,['880200'],7,,1
990029,1,2019-05-29 17:38:50,"['880115', '880117']",9,660018,2
990048,7,2019-05-29 17:48:04,['880190'],1,,1
990044,5,2019-05-29 17:50:05,"['880171', '880169', '880168', '880170', '880172', '880174', '880173']",8,,7
990063,8,2019-05-29 17:53:03,"['880237', '880238']",1,,2
990029,7,2019-05-29 18:01:12,['880116'],9,,1
990053,1,2019-05-29 18:01:12,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",3,660019,7
990035,1,2019-05-29 18:01:12,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",3,660019,7
990050,1,2019-05-29 18:01:12,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",3,660019,7
990062,7,2019-05-29 19:03:54,['880235'],7,,1
990025,10,2019-05-29 19:08:32,"['880097', '880100']",12,660015,2
990061,3,2019-05-29 19:08:54,['880231'],1,,1
990045,10,2019-05-29 19:29:05,"['880175', '880082', '880133', '880134', '880083', '880131', '880084', '880085', '880087']",13,660014,9
990034,10,2019-05-29 19:29:05,"['880175', '880082', '880133', '880134', '880083', '880131', '880084', '880085', '880087']",13,660014,9
990021,10,2019-05-29 19:29:05,"['880175', '880082', '880133', '880134', '880083', '880131', '880084', '880085', '880087']",13,660014,9
990053,10,2019-05-29 19:32:41,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",3,660019,7
990035,10,2019-05-29 19:32:41,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",3,660019,7
990050,10,2019-05-29 19:32:41,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",3,660019,7
990024,5,2019-05-29 19:51:41,"['880096', '880094', '880095']",0,,3
990052,4,2019-05-29 20:01:33,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990032,4,2019-05-29 20:01:33,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990020,4,2019-05-29 20:01:33,"['880081', '880202', '880125', '880080', '880079']",6,660012,5
990064,8,2019-05-29 20:18:44,"['880243', '880239', '880242', '880240', '880241', '880244']",2,,6
990048,9,2019-05-29 21:12:50,['880189'],1,,1
990062,0,2019-05-29 21:19:02,"['880235', '880234', '880236']",7,,3
990064,7,2019-05-29 22:06:14,['880240'],2,,1
990065,8,2019-05-29 23:17:03,"['880245', '880246']",14,,2
990016,1,2019-05-30 01:00:00,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",1,660020,11
990056,1,2019-05-30 01:00:00,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",1,660020,11
990061,1,2019-05-30 01:00:00,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",1,660020,11
990060,1,2019-05-30 01:00:00,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",1,660020,11
990048,1,2019-05-30 01:00:00,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",1,660020,11
990015,5,2019-05-30 09:05:10,"['880062', '880060', '880064', '880061', '880059', '880063']",8,,6
