,Case_ID,Activity,Timestamp,Items,Customers,Orders
214,660069,G,2019-06-13 09:37:37,"['880452', '880451', '880519', '880447', '880517', '880518', '880516', '880159', '880453', '880515', '880448']",e,"['990111', '990130', '990042', '990129']"
215,660069,H,2019-06-13 12:24:23,"['880452', '880451', '880519', '880447', '880517', '880518', '880516', '880159', '880453', '880515', '880448']",e,"['990111', '990130', '990042', '990129']"
216,660069,J,2019-06-13 14:33:30,"['880452', '880451', '880519', '880447', '880517', '880518', '880516', '880159', '880453', '880515', '880448']",e,"['990111', '990130', '990042', '990129']"
217,660070,G,2019-06-13 15:10:08,"['880176', '880525', '880524']",k,"['990045', '990132']"
218,660070,H,2019-06-13 16:47:17,"['880176', '880525', '880524']",k,"['990045', '990132']"
219,660070,J,2019-06-14 09:06:37,"['880176', '880525', '880524']",k,"['990045', '990132']"
220,660071,G,2019-06-13 15:18:03,"['880465', '880569', '880408', '880332']",n,"['990144', '990114', '990084', '990101']"
221,660071,H,2019-06-14 09:49:34,"['880465', '880569', '880408', '880332']",n,"['990144', '990114', '990084', '990101']"
222,660071,J,2019-06-14 13:10:53,"['880465', '880569', '880408', '880332']",n,"['990144', '990114', '990084', '990101']"
223,660072,G,2019-06-13 16:42:29,"['880542', '880543', '880567', '880489', '880490', '880488', '880507', '880541', '880539', '880527', '880554', '880537']",d,"['990126', '990133', '990121', '990137', '990140', '990143']"
224,660072,H,2019-06-14 19:07:23,"['880542', '880543', '880567', '880489', '880490', '880488', '880507', '880541', '880539', '880527', '880554', '880537']",d,"['990126', '990133', '990121', '990137', '990140', '990143']"
225,660072,J,2019-06-17 09:31:48,"['880542', '880543', '880567', '880489', '880490', '880488', '880507', '880541', '880539', '880527', '880554', '880537']",d,"['990126', '990133', '990121', '990137', '990140', '990143']"
226,660073,G,2019-06-14 01:00:00,"['880482', '880481', '880483', '880290', '880460', '880297', '880479']",o,"['990118', '990113', '990077', '990076']"
227,660073,H,2019-06-17 11:40:05,"['880482', '880481', '880483', '880290', '880460', '880297', '880479']",o,"['990118', '990113', '990077', '990076']"
228,660073,J,2019-06-18 09:38:55,"['880482', '880481', '880483', '880290', '880460', '880297', '880479']",o,"['990118', '990113', '990077', '990076']"
229,660074,G,2019-06-14 12:59:06,"['880528', '880501', '880579', '880522', '880502', '880500', '880523', '880520', '880583', '880582', '880578', '880530']",g,"['990147', '990134', '990124', '990131']"
230,660074,H,2019-06-14 16:24:58,"['880528', '880501', '880579', '880522', '880502', '880500', '880523', '880520', '880583', '880582', '880578', '880530']",g,"['990147', '990134', '990124', '990131']"
231,660074,J,2019-06-17 11:57:41,"['880528', '880501', '880579', '880522', '880502', '880500', '880523', '880520', '880583', '880582', '880578', '880530']",g,"['990147', '990134', '990124', '990131']"
232,660075,G,2019-06-14 16:07:04,"['880613', '880597', '880242', '880575', '880593', '880571', '880357', '880574', '880612']",h,"['990154', '990150', '990152', '990145', '990090', '990064']"
233,660075,H,2019-06-17 15:04:50,"['880613', '880597', '880242', '880575', '880593', '880571', '880357', '880574', '880612']",h,"['990154', '990150', '990152', '990145', '990090', '990064']"
234,660075,J,2019-06-17 15:47:30,"['880613', '880597', '880242', '880575', '880593', '880571', '880357', '880574', '880612']",h,"['990154', '990150', '990152', '990145', '990090', '990064']"
235,660076,G,2019-06-14 18:52:04,"['880510', '880590', '880587', '880211']",q,"['990149', '990127', '990055']"
236,660076,H,2019-06-18 09:29:23,"['880510', '880590', '880587', '880211']",q,"['990149', '990127', '990055']"
237,660076,J,2019-06-18 15:32:24,"['880510', '880590', '880587', '880211']",q,"['990149', '990127', '990055']"
238,660077,G,2019-06-17 09:26:52,"['880533', '880145', '880536', '880427', '880424', '880194', '880558', '880534', '880559']",p,"['990049', '990141', '990136', '990105', '990037']"
239,660077,H,2019-06-17 15:19:21,"['880533', '880145', '880536', '880427', '880424', '880194', '880558', '880534', '880559']",p,"['990049', '990141', '990136', '990105', '990037']"
240,660077,J,2019-06-17 16:39:14,"['880533', '880145', '880536', '880427', '880424', '880194', '880558', '880534', '880559']",p,"['990049', '990141', '990136', '990105', '990037']"
241,660078,G,2019-06-17 11:10:38,['880486'],a,['990119']
242,660078,H,2019-06-17 11:10:57,['880486'],a,['990119']
243,660078,I,2019-06-17 14:18:32,['880486'],a,['990119']
244,660078,I,2019-06-18 11:27:21,['880486'],a,['990119']
245,660078,I,2019-06-18 15:56:11,['880486'],a,['990119']
246,660078,I,2019-06-19 10:07:05,['880486'],a,['990119']
247,660078,J,2019-06-19 15:54:48,['880486'],a,['990119']
248,660079,G,2019-06-17 11:10:55,"['880551', '880216', '880550', '880228', '880553', '880309', '880552', '880548', '880305']",f,"['990056', '990079', '990060', '990139']"
249,660079,H,2019-06-18 09:43:25,"['880551', '880216', '880550', '880228', '880553', '880309', '880552', '880548', '880305']",f,"['990056', '990079', '990060', '990139']"
250,660079,J,2019-06-18 13:46:02,"['880551', '880216', '880550', '880228', '880553', '880309', '880552', '880548', '880305']",f,"['990056', '990079', '990060', '990139']"
251,660080,G,2019-06-17 15:48:31,"['880339', '880341', '880477', '880050', '880656', '880476']",b,"['990164', '990086', '990013', '990117']"
252,660080,H,2019-06-18 13:41:56,"['880339', '880341', '880477', '880050', '880656', '880476']",b,"['990164', '990086', '990013', '990117']"
253,660080,J,2019-06-18 14:55:46,"['880339', '880341', '880477', '880050', '880656', '880476']",b,"['990164', '990086', '990013', '990117']"
254,660081,G,2019-06-17 17:25:59,"['880149', '880576', '880604', '880609', '880601', '880547', '880608', '880577', '880545', '880544']",l,"['990153', '990040', '990138', '990146']"
255,660081,H,2019-06-18 12:06:04,"['880149', '880576', '880604', '880609', '880601', '880547', '880608', '880577', '880545', '880544']",l,"['990153', '990040', '990138', '990146']"
256,660081,I,2019-06-18 12:41:35,"['880149', '880576', '880604', '880609', '880601', '880547', '880608', '880577', '880545', '880544']",l,"['990153', '990040', '990138', '990146']"
257,660081,J,2019-06-18 16:17:30,"['880149', '880576', '880604', '880609', '880601', '880547', '880608', '880577', '880545', '880544']",l,"['990153', '990040', '990138', '990146']"
258,660082,G,2019-06-18 09:59:48,"['880632', '880444']",j,"['990109', '990159']"
259,660082,H,2019-06-18 13:27:19,"['880632', '880444']",j,"['990109', '990159']"
260,660082,J,2019-06-19 11:07:41,"['880632', '880444']",j,"['990109', '990159']"
261,660083,G,2019-06-18 10:54:21,"['880648', '880531', '880532', '880467', '880585']",n,"['990135', '990163', '990114', '990148']"
262,660083,H,2019-06-18 14:59:15,"['880648', '880531', '880532', '880467', '880585']",n,"['990135', '990163', '990114', '990148']"
263,660083,J,2019-06-18 18:17:14,"['880648', '880531', '880532', '880467', '880585']",n,"['990135', '990163', '990114', '990148']"
264,660084,G,2019-06-18 11:41:30,"['880278', '880626', '880630']",c,"['990072', '990158']"
265,660084,H,2019-06-18 13:04:09,"['880278', '880626', '880630']",c,"['990072', '990158']"
266,660084,I,2019-06-18 14:32:44,"['880278', '880626', '880630']",c,"['990072', '990158']"
267,660084,J,2019-06-19 10:27:27,"['880278', '880626', '880630']",c,"['990072', '990158']"
268,660085,G,2019-06-18 12:18:14,"['880565', '880563', '880566', '880562', '880456', '880564']",e,"['990142', '990111']"
269,660085,H,2019-06-18 16:18:43,"['880565', '880563', '880566', '880562', '880456', '880564']",e,"['990142', '990111']"
270,660085,I,2019-06-18 16:22:44,"['880565', '880563', '880566', '880562', '880456', '880564']",e,"['990142', '990111']"
271,660085,J,2019-06-19 10:18:09,"['880565', '880563', '880566', '880562', '880456', '880564']",e,"['990142', '990111']"
272,660086,G,2019-06-18 14:40:31,"['880323', '880555', '880491']",d,"['990140', '990083', '990121']"
273,660086,H,2019-06-19 11:08:32,"['880323', '880555', '880491']",d,"['990140', '990083', '990121']"
274,660086,J,2019-06-19 11:31:56,"['880323', '880555', '880491']",d,"['990140', '990083', '990121']"
275,660087,G,2019-06-18 15:09:54,"['880681', '880171', '880225', '880685']",i,"['990059', '990044', '990168', '990169']"
276,660087,H,2019-06-19 11:47:32,"['880681', '880171', '880225', '880685']",i,"['990059', '990044', '990168', '990169']"
277,660087,J,2019-06-20 11:30:48,"['880681', '880171', '880225', '880685']",i,"['990059', '990044', '990168', '990169']"
278,660088,G,2019-06-18 15:43:34,"['880167', '880619', '880620', '880617', '880595', '880584', '880580', '880499', '880581']",g,"['990147', '990155', '990124', '990043', '990151']"
279,660088,H,2019-06-18 15:50:34,"['880167', '880619', '880620', '880617', '880595', '880584', '880580', '880499', '880581']",g,"['990147', '990155', '990124', '990043', '990151']"
280,660088,J,2019-06-19 10:37:32,"['880167', '880619', '880620', '880617', '880595', '880584', '880580', '880499', '880581']",g,"['990147', '990155', '990124', '990043', '990151']"
281,660089,G,2019-06-18 20:16:21,['880497'],m,['990123']
282,660089,H,2019-06-19 10:36:15,['880497'],m,['990123']
283,660089,I,2019-06-19 12:35:50,['880497'],m,['990123']
284,660089,J,2019-06-19 18:34:35,['880497'],m,['990123']
285,660090,G,2019-06-18 21:58:36,"['880639', '880641', '880624', '880625', '880586', '880589', '880592', '880588', '880638']",q,"['990157', '990149', '990161']"
286,660090,H,2019-06-19 11:58:34,"['880639', '880641', '880624', '880625', '880586', '880589', '880592', '880588', '880638']",q,"['990157', '990149', '990161']"
287,660090,J,2019-06-19 14:49:32,"['880639', '880641', '880624', '880625', '880586', '880589', '880592', '880588', '880638']",q,"['990157', '990149', '990161']"
288,660091,G,2019-06-19 01:00:00,"['880573', '880667', '880677', '880598', '880675', '880669', '880594', '880645', '880600', '880665', '880644', '880646', '880671', '880599']",h,"['990150', '990152', '990167', '990162', '990145']"
289,660091,H,2019-06-19 17:46:39,"['880573', '880667', '880677', '880598', '880675', '880669', '880594', '880645', '880600', '880665', '880644', '880646', '880671', '880599']",h,"['990150', '990152', '990167', '990162', '990145']"
290,660091,J,2019-06-20 15:07:47,"['880573', '880667', '880677', '880598', '880675', '880669', '880594', '880645', '880600', '880665', '880644', '880646', '880671', '880599']",h,"['990150', '990152', '990167', '990162', '990145']"
291,660092,G,2019-06-19 15:46:00,"['880308', '880636', '880690']",f,"['990079', '990160', '990170']"
292,660092,H,2019-06-20 12:55:23,"['880308', '880636', '880690']",f,"['990079', '990160', '990170']"
293,660092,J,2019-06-21 16:20:51,"['880308', '880636', '880690']",f,"['990079', '990160', '990170']"
294,660093,G,2019-06-19 16:04:39,"['880660', '880622', '880621', '880561', '880557', '880661', '880659', '880514']",p,"['990156', '990128', '990165', '990141']"
295,660093,H,2019-06-20 15:49:59,"['880660', '880622', '880621', '880561', '880557', '880661', '880659', '880514']",p,"['990156', '990128', '990165', '990141']"
296,660093,J,2019-06-21 13:43:38,"['880660', '880622', '880621', '880561', '880557', '880661', '880659', '880514']",p,"['990156', '990128', '990165', '990141']"
297,660094,G,2019-06-20 09:23:12,"['880657', '880338', '880653', '880652', '880703', '880654', '880658']",b,"['990173', '990164', '990086']"
298,660094,H,2019-06-20 18:49:19,"['880657', '880338', '880653', '880652', '880703', '880654', '880658']",b,"['990173', '990164', '990086']"
299,660094,J,2019-06-21 14:12:29,"['880657', '880338', '880653', '880652', '880703', '880654', '880658']",b,"['990173', '990164', '990086']"
300,660095,G,2019-06-20 11:00:07,"['880603', '880707', '880706', '880606']",l,"['990153', '990174']"
301,660095,H,2019-06-21 09:55:32,"['880603', '880707', '880706', '880606']",l,"['990153', '990174']"
302,660095,J,2019-06-24 11:24:24,"['880603', '880707', '880706', '880606']",l,"['990153', '990174']"
303,660096,G,2019-06-20 12:17:58,"['880732', '880731', '880664']",o,"['990180', '990166']"
304,660096,H,2019-06-20 14:33:53,"['880732', '880731', '880664']",o,"['990180', '990166']"
305,660096,J,2019-06-21 13:29:02,"['880732', '880731', '880664']",o,"['990180', '990166']"
306,660097,G,2019-06-20 14:52:49,"['880633', '880634', '880631']",j,['990159']
307,660097,H,2019-06-21 13:09:52,"['880633', '880634', '880631']",j,['990159']
308,660097,I,2019-06-21 16:23:16,"['880633', '880634', '880631']",j,['990159']
309,660097,J,2019-06-21 20:30:40,"['880633', '880634', '880631']",j,['990159']
310,660098,G,2019-06-20 15:12:28,"['880721', '880717', '880697', '880700', '880647', '880719', '880694', '880402', '880650', '880692', '880695', '880696', '880698']",n,"['990172', '990171', '990177', '990163', '990100']"
311,660098,H,2019-06-21 14:36:41,"['880721', '880717', '880697', '880700', '880647', '880719', '880694', '880402', '880650', '880692', '880695', '880696', '880698']",n,"['990172', '990171', '990177', '990163', '990100']"
312,660098,I,2019-06-24 14:39:50,"['880721', '880717', '880697', '880700', '880647', '880719', '880694', '880402', '880650', '880692', '880695', '880696', '880698']",n,"['990172', '990171', '990177', '990163', '990100']"
313,660098,J,2019-06-24 18:07:05,"['880721', '880717', '880697', '880700', '880647', '880719', '880694', '880402', '880650', '880692', '880695', '880696', '880698']",n,"['990172', '990171', '990177', '990163', '990100']"
314,660099,G,2019-06-21 09:36:47,"['880679', '880686', '880683', '880682', '880680', '880771']",i,"['990168', '990190', '990169']"
315,660099,H,2019-06-21 16:15:39,"['880679', '880686', '880683', '880682', '880680', '880771']",i,"['990168', '990190', '990169']"
316,660099,J,2019-06-24 16:49:16,"['880679', '880686', '880683', '880682', '880680', '880771']",i,"['990168', '990190', '990169']"
317,660100,G,2019-06-21 10:51:13,"['880614', '880729', '880616', '880521', '880596', '880618', '880615']",g,"['990155', '990179', '990131', '990151']"
318,660100,H,2019-06-21 13:31:07,"['880614', '880729', '880616', '880521', '880596', '880618', '880615']",g,"['990155', '990179', '990131', '990151']"
319,660100,J,2019-06-21 15:16:45,"['880614', '880729', '880616', '880521', '880596', '880618', '880615']",g,"['990155', '990179', '990131', '990151']"
320,660101,G,2019-06-21 13:52:19,"['880628', '880712', '880627', '880716', '880715', '880714', '880629']",c,"['990176', '990158']"
321,660101,H,2019-06-24 17:05:33,"['880628', '880712', '880627', '880716', '880715', '880714', '880629']",c,"['990176', '990158']"
322,660101,J,2019-06-25 10:11:42,"['880628', '880712', '880627', '880716', '880715', '880714', '880629']",c,"['990176', '990158']"
323,660102,G,2019-06-21 15:44:04,"['880748', '880744', '880756', '880747', '880757', '880758', '880556', '880540', '880538', '880746', '880506']",d,"['990126', '990187', '990186', '990137', '990140', '990184']"
324,660102,H,2019-06-21 19:24:34,"['880748', '880744', '880756', '880747', '880757', '880758', '880556', '880540', '880538', '880746', '880506']",d,"['990126', '990187', '990186', '990137', '990140', '990184']"
325,660102,J,2019-06-24 15:50:23,"['880748', '880744', '880756', '880747', '880757', '880758', '880556', '880540', '880538', '880746', '880506']",d,"['990126', '990187', '990186', '990137', '990140', '990184']"
326,660103,G,2019-06-24 01:00:00,"['880676', '880668', '880678', '880670']",h,['990167']
327,660103,H,2019-06-24 09:08:14,"['880676', '880668', '880678', '880670']",h,['990167']
328,660103,J,2019-06-24 13:39:01,"['880676', '880668', '880678', '880670']",h,['990167']
329,660104,G,2019-06-24 10:48:40,"['880752', '880709', '880708', '880710', '880711']",k,"['990185', '990175']"
330,660104,H,2019-06-24 14:55:39,"['880752', '880709', '880708', '880710', '880711']",k,"['990185', '990175']"
331,660104,J,2019-06-25 17:36:14,"['880752', '880709', '880708', '880710', '880711']",k,"['990185', '990175']"
